Déplacement (mm);Force (N)
20.61;14987.67
20.61;14955.68
20.61;14987.67
20.61;14971.67
20.61;14987.67
20.61;14971.67
20.61;14987.67
20.61;15003.66
20.61;15003.66
20.66;14971.67
20.66;14987.67
20.66;14987.67
20.66;15003.66
20.66;14987.67
20.66;15003.66
20.66;14987.67
20.66;15003.66
20.66;14987.67
20.66;15003.66
20.66;14987.67
20.66;14987.67
20.72;14971.67
20.72;14971.67
20.72;14971.67
20.72;14987.67
20.72;14971.67
20.72;15003.66
20.72;14987.67
20.72;15003.66
20.72;15019.66
20.72;15019.66
20.78;14987.67
20.78;14987.67
20.78;15019.66
20.78;15003.66
20.78;15003.66
20.78;15019.66
20.78;15003.66
20.78;15019.66
20.78;14987.67
20.78;15019.66
20.78;14987.67
20.78;15003.66
20.78;15003.66
20.78;15019.66
20.78;15019.66
20.78;15019.66
20.83;14987.67
20.83;14987.67
20.83;15003.66
20.83;15003.66
20.83;15003.66
20.83;15035.65
20.83;15003.66
20.83;15035.65
20.83;15019.66
20.83;15035.65
20.83;15035.65
20.83;15035.65
20.83;15035.65
20.83;15019.66
20.89;15003.66
20.89;15003.66
20.89;15003.66
20.89;15003.66
20.89;15003.66
20.89;15019.66
20.89;15003.66
20.89;15035.65
20.89;15019.66
20.89;15035.65
20.89;15035.65
20.94;15019.66
20.94;15035.65
20.94;15019.66
20.94;15035.65
20.94;15019.66
20.94;15019.66
20.94;15019.66
20.94;15003.66
20.94;15019.66
20.94;15019.66
20.94;15035.65
21;15003.66
21;15003.66
21;15019.66
21;15051.65
21;15035.65
21;15067.64
21;15051.65
21;15067.64
21;15051.65
21;15067.64
21;15067.64
21.06;15051.65
21.06;15035.65
21.06;15051.65
21.06;15019.66
21.06;15035.65
21.06;15003.66
21.06;15019.66
21.06;15003.66
21.06;15019.66
21.06;15019.66
21.06;15051.65
21.06;15035.65
21.06;15067.64
21.06;15083.64
21.06;15083.64
21.11;15051.65
21.11;15067.64
21.11;15067.64
21.11;15083.64
21.11;15051.65
21.11;15067.64
21.11;15035.65
21.11;15051.65
21.11;15051.65
21.11;15051.65
21.11;15051.65
21.17;15019.66
21.17;15019.66
21.17;15019.66
21.17;15051.65
21.17;15083.64
21.17;15067.64
21.17;15083.64
21.17;15067.64
21.17;15099.63
21.17;15067.64
21.17;15083.64
21.17;15083.64
21.17;15083.64
21.17;15083.64
21.17;15067.64
21.23;15067.64
21.23;15067.64
21.23;15067.64
21.23;15051.65
21.23;15035.65
21.23;15051.65
21.23;15035.65
21.23;15051.65
21.23;15035.65
21.23;15067.64
21.23;15035.65
21.23;15067.64
21.23;15067.64
21.23;15083.64
21.28;15067.64
21.28;15083.64
21.28;15067.64
21.28;15099.63
21.28;15083.64
21.28;15099.63
21.28;15083.64
21.28;15099.63
21.28;15099.63
21.28;15115.63
21.34;15083.64
21.34;15083.64
21.34;15099.63
21.34;15115.63
21.34;15099.63
21.34;15115.63
21.34;15099.63
21.34;15115.63
21.34;15099.63
21.34;15099.63
21.34;15099.63
21.34;15099.63
21.34;15083.64
21.39;15083.64
21.39;15083.64
21.39;15067.64
21.39;15067.64
21.39;15067.64
21.39;15067.64
21.39;15099.63
21.39;15099.63
21.39;15115.63
21.39;15099.63
21.39;15115.63
21.39;15115.63
21.45;15083.64
21.45;15083.64
21.45;15099.63
21.45;15099.63
21.45;15115.63
21.45;15083.64
21.45;15115.63
21.45;15115.63
21.45;15115.63
21.45;15115.63
21.51;15083.64
21.51;15099.63
21.51;15099.63
21.51;15099.63
21.51;15115.63
21.51;15099.63
21.51;15115.63
21.51;15115.63
21.51;15099.63
21.51;15115.63
21.51;15115.63
21.51;15131.63
21.56;15099.63
21.56;15099.63
21.56;15099.63
21.56;15115.63
21.56;15131.63
21.56;15115.63
21.56;15131.63
21.56;15115.63
21.56;15131.63
21.56;15099.63
21.56;15131.63
21.56;15099.63
21.56;15115.63
21.56;15099.63
21.56;15099.63
21.62;15099.63
21.62;15083.64
21.62;15083.64
21.62;15099.63
21.62;15083.64
21.62;15115.63
21.62;15099.63
21.62;15131.63
21.62;15147.62
21.62;15147.62
21.67;15115.63
21.67;15131.63
21.67;15131.63
21.67;15147.62
21.67;15131.63
21.67;15163.62
21.67;15131.63
21.67;15163.62
21.67;15147.62
21.67;15147.62
21.67;15147.62
21.67;15147.62
21.73;15131.63
21.73;15131.63
21.73;15131.63
21.73;15115.63
21.73;15115.63
21.73;15147.62
21.73;15115.63
21.73;15147.62
21.73;15131.63
21.73;15147.62
21.73;15131.63
21.73;15163.62
21.73;15163.62
21.79;15131.63
21.79;15131.63
21.79;15163.62
21.79;15147.62
21.79;15163.62
21.79;15147.62
21.79;15163.62
21.79;15163.62
21.79;15147.62
21.79;15163.62
21.79;15147.62
21.79;15163.62
21.79;15147.62
21.79;15163.62
21.79;15163.62
21.84;15147.62
21.84;15147.62
21.84;15147.62
21.84;15163.62
21.84;15131.63
21.84;15163.62
21.84;15131.63
21.84;15163.62
21.84;15163.62
21.84;15179.61
21.9;15147.62
21.9;15147.62
21.9;15147.62
21.9;15179.61
21.9;15163.62
21.9;15179.61
21.9;15163.62
21.9;15179.61
21.9;15147.62
21.9;15179.61
21.9;15147.62
21.9;15179.61
21.9;15163.62
21.9;15163.62
21.9;15179.61
21.9;15179.61
21.96;15147.62
21.96;15147.62
21.96;15147.62
21.96;15163.62
21.96;15179.61
21.96;15163.62
21.96;15163.62
21.96;15179.61
21.96;15163.62
21.96;15179.61
21.96;15195.61
21.96;15195.61
21.96;15195.61
22.01;15163.62
22.01;15179.61
22.01;15179.61
22.01;15179.61
22.01;15195.61
22.01;15163.62
22.01;15179.61
22.01;15163.62
22.01;15179.61
22.01;15163.62
22.01;15163.62
22.01;15163.62
22.01;15195.61
22.07;15147.62
22.07;15147.62
22.07;15147.62
22.07;15147.62
22.07;15179.61
22.07;15163.62
22.07;15179.61
22.07;15195.61
22.07;15179.61
22.07;15211.6
22.07;15211.6
22.12;15195.61
22.12;15195.61
22.12;15211.6
22.12;15195.61
22.12;15227.6
22.12;15211.6
22.12;15211.6
22.12;15211.6
22.12;15211.6
22.12;15211.6
22.12;15211.6
22.18;15195.61
22.18;15195.61
22.18;15195.61
22.18;15195.61
22.18;15195.61
22.18;15195.61
22.18;15195.61
22.18;15211.6
22.18;15195.61
22.18;15211.6
22.18;15179.61
22.18;15211.6
22.18;15211.6
22.18;15227.6
22.24;15195.61
22.24;15195.61
22.24;15211.6
22.24;15227.6
22.24;15211.6
22.24;15227.6
22.24;15227.6
22.24;15211.6
22.24;15195.61
22.24;15195.61
22.29;15211.6
22.29;15195.61
22.29;15179.61
22.29;15179.61
22.29;15179.61
22.29;15195.61
22.29;15195.61
22.29;15211.6
22.29;15195.61
22.29;15227.6
22.29;15211.6
22.29;15243.59
22.29;15243.59
22.29;15243.59
22.35;15227.6
22.35;15227.6
22.35;15227.6
22.35;15243.59
22.35;15227.6
22.35;15243.59
22.35;15211.6
22.35;15243.59
22.35;15211.6
22.35;15227.6
22.35;15227.6
22.35;15227.6
22.4;15211.6
22.4;15195.61
22.4;15211.6
22.4;15227.6
22.4;15211.6
22.4;15227.6
22.4;15211.6
22.4;15243.59
22.4;15211.6
22.4;15243.59
22.4;15227.6
22.4;15259.59
22.4;15259.59
22.46;15211.6
22.46;15227.6
22.46;15243.59
22.46;15243.59
22.46;15259.59
22.46;15243.59
22.46;15259.59
22.46;15259.59
22.46;15243.59
22.46;15227.6
22.52;15243.59
22.52;15227.6
22.52;15211.6
22.52;15211.6
22.52;15227.6
22.52;15195.61
22.52;15227.6
22.52;15211.6
22.52;15243.59
22.52;15227.6
22.52;15259.59
22.52;15243.59
22.52;15259.59
22.52;15243.59
22.52;15275.58
22.52;15259.59
22.52;15259.59
22.57;15243.59
22.57;15243.59
22.57;15243.59
22.57;15275.58
22.57;15243.59
22.57;15275.58
22.57;15243.59
22.57;15259.59
22.57;15243.59
22.57;15259.59
22.57;15259.59
22.57;15259.59
22.63;15243.59
22.63;15243.59
22.63;15259.59
22.63;15275.58
22.63;15259.59
22.63;15275.58
22.63;15259.59
22.63;15275.58
22.63;15259.59
22.63;15275.58
22.63;15259.59
22.63;15275.58
22.63;15275.58
22.69;15259.59
22.69;15259.59
22.69;15275.58
22.69;15259.59
22.69;15275.58
22.69;15259.59
22.69;15275.58
22.69;15259.59
22.69;15275.58
22.69;15275.58
22.74;15259.59
22.74;15259.59
22.74;15275.58
22.74;15259.59
22.74;15275.58
22.74;15243.59
22.74;15259.59
22.74;15243.59
22.74;15275.58
22.74;15259.59
22.74;15291.58
22.74;15307.57
22.74;15307.57
22.8;15275.58
22.8;15291.58
22.8;15291.58
22.8;15307.57
22.8;15291.58
22.8;15307.57
22.8;15275.58
22.8;15291.58
22.8;15275.58
22.8;15291.58
22.8;15291.58
22.8;15291.58
22.8;15291.58
22.85;15275.58
22.85;15259.59
22.85;15275.58
22.85;15291.58
22.85;15275.58
22.85;15291.58
22.85;15275.58
22.85;15275.58
22.85;15291.58
22.85;15275.58
22.85;15291.58
22.85;15307.57
22.91;15275.58
22.91;15291.58
22.91;15307.57
22.91;15291.58
22.91;15307.57
22.91;15291.58
22.91;15307.57
22.91;15291.58
22.91;15307.57
22.91;15291.58
22.91;15291.58
22.91;15291.58
22.97;15275.58
22.97;15275.58
22.97;15259.59
22.97;15275.58
22.97;15291.58
22.97;15291.58
22.97;15307.57
22.97;15291.58
22.97;15323.57
22.97;15307.57
22.97;15323.57
22.97;15323.57
22.97;15323.57
23.02;15307.57
23.02;15307.57
23.02;15291.58
23.02;15323.57
23.02;15291.58
23.02;15323.57
23.02;15307.57
23.02;15323.57
23.02;15323.57
23.02;15323.57
23.02;15307.57
23.02;15307.57
23.02;15323.57
23.02;15339.56
23.08;15291.58
23.08;15307.57
23.08;15291.58
23.08;15291.58
23.08;15291.58
23.08;15307.57
23.08;15323.57
23.08;15339.56
23.08;15307.57
23.08;15339.56
23.08;15339.56
23.08;15339.56
23.13;15307.57
23.13;15307.57
23.13;15323.57
23.13;15339.56
23.13;15323.57
23.13;15339.56
23.13;15323.57
23.13;15339.56
23.13;15307.57
23.13;15323.57
23.13;15307.57
23.13;15307.57
23.13;15307.57
23.19;15307.57
23.19;15291.58
23.19;15291.58
23.19;15291.58
23.19;15323.57
23.19;15307.57
23.19;15339.56
23.19;15323.57
23.19;15355.56
23.19;15355.56
23.19;15355.56
23.25;15323.57
23.25;15323.57
23.25;15339.56
23.25;15355.56
23.25;15339.56
23.25;15355.56
23.25;15323.57
23.25;15339.56
23.25;15323.57
23.25;15339.56
23.25;15355.56
23.25;15339.56
23.3;15323.57
23.3;15323.57
23.3;15339.56
23.3;15355.56
23.3;15339.56
23.3;15355.56
23.3;15339.56
23.3;15355.56
23.3;15323.57
23.3;15355.56
23.3;15323.57
23.3;15339.56
23.3;15323.57
23.3;15355.56
23.3;15355.56
23.3;15371.56
23.36;15339.56
23.36;15355.56
23.36;15339.56
23.36;15371.56
23.36;15339.56
23.36;15355.56
23.36;15339.56
23.36;15339.56
23.36;15323.57
23.36;15339.56
23.36;15307.57
23.36;15323.57
23.36;15323.57
23.36;15339.56
23.42;15323.57
23.42;15339.56
23.42;15323.57
23.42;15355.56
23.42;15339.56
23.42;15355.56
23.42;15355.56
23.42;15371.56
23.42;15387.55
23.42;15387.55
23.47;15355.56
23.47;15371.56
23.47;15371.56
23.47;15387.55
23.47;15355.56
23.47;15371.56
23.47;15355.56
23.47;15371.56
23.47;15355.56
23.47;15371.56
23.47;15371.56
23.47;15371.56
23.47;15371.56
23.53;15355.56
23.53;15355.56
23.53;15355.56
23.53;15355.56
23.53;15371.56
23.53;15355.56
23.53;15371.56
23.53;15355.56
23.53;15371.56
23.53;15355.56
23.53;15371.56
23.53;15371.56
23.58;15355.56
23.58;15371.56
23.58;15387.55
23.58;15371.56
23.58;15403.55
23.58;15387.55
23.58;15403.55
23.58;15403.55
23.58;15403.55
23.58;15403.55
23.58;15387.55
23.64;15387.55
23.64;15387.55
23.64;15387.55
23.64;15371.56
23.64;15371.56
23.64;15387.55
23.64;15355.56
23.64;15387.55
23.64;15371.56
23.64;15387.55
23.64;15371.56
23.64;15403.55
23.64;15387.55
23.64;15403.55
23.64;15403.55
23.64;15403.55
23.7;15387.55
23.7;15387.55
23.7;15387.55
23.7;15403.55
23.7;15371.56
23.7;15387.55
23.7;15371.56
23.7;15387.55
23.7;15371.56
23.7;15387.55
23.75;15371.56
23.75;15387.55
23.75;15371.56
23.75;15403.55
23.75;15387.55
23.75;15403.55
23.75;15403.55
23.75;15403.55
23.75;15403.55
23.75;15403.55
23.75;15403.55
23.75;15419.54
23.75;15403.55
23.75;15419.54
23.75;15419.54
23.81;15403.55
23.81;15403.55
23.81;15419.54
23.81;15403.55
23.81;15419.54
23.81;15387.55
23.81;15403.55
23.81;15387.55
23.81;15387.55
23.81;15387.55
23.81;15387.55
23.81;15403.55
23.86;15371.56
23.86;15371.56
23.86;15387.55
23.86;15403.55
23.86;15419.54
23.86;15403.55
23.86;15419.54
23.86;15403.55
23.86;15419.54
23.86;15419.54
23.86;15419.54
23.86;15435.54
23.92;15403.55
23.92;15403.55
23.92;15419.54
23.92;15419.54
23.92;15435.54
23.92;15419.54
23.92;15435.54
23.92;15419.54
23.92;15435.54
23.92;15403.55
23.92;15435.54
23.92;15419.54
23.92;15403.55
23.98;15403.55
23.98;15387.55
23.98;15387.55
23.98;15403.55
23.98;15387.55
23.98;15403.55
23.98;15387.55
23.98;15403.55
23.98;15403.55
23.98;15419.54
23.98;15419.54
23.98;15435.54
24.03;15435.54
24.03;15451.53
24.03;15435.54
24.03;15451.53
24.03;15435.54
24.03;15435.54
24.03;15419.54
24.03;15435.54
24.03;15419.54
24.03;15435.54
24.03;15435.54
24.03;15435.54
24.09;15419.54
24.09;15419.54
24.09;15419.54
24.09;15435.54
24.09;15419.54
24.09;15435.54
24.09;15419.54
24.09;15435.54
24.09;15419.54
24.09;15451.53
24.09;15451.53
24.09;15467.53
24.15;15435.54
24.15;15451.53
24.15;15451.53
24.15;15467.53
24.15;15451.53
24.15;15451.53
24.15;15435.54
24.15;15451.53
24.15;15435.54
24.15;15435.54
24.15;15435.54
24.15;15435.54
24.15;15451.53
24.15;15451.53
24.2;15435.54
24.2;15435.54
24.2;15435.54
24.2;15435.54
24.2;15419.54
24.2;15435.54
24.2;15435.54
24.2;15451.53
24.2;15435.54
24.2;15451.53
24.2;15467.53
24.26;15451.53
24.26;15467.53
24.26;15483.52
24.26;15467.53
24.26;15483.52
24.26;15467.53
24.26;15483.52
24.26;15467.53
24.26;15467.53
24.26;15451.53
24.26;15451.53
24.26;15435.54
24.26;15451.53
24.26;15451.53
24.26;15451.53
24.31;15451.53
24.31;15435.54
24.31;15435.54
24.31;15451.53
24.31;15451.53
24.31;15467.53
24.31;15467.53
24.31;15467.53
24.31;15467.53
24.31;15467.53
24.31;15467.53
24.31;15451.53
24.37;15451.53
24.37;15451.53
24.37;15467.53
24.37;15451.53
24.37;15435.54
24.37;15451.53
24.37;15451.53
24.37;15467.53
24.37;15451.53
24.37;15467.53
24.37;15467.53
24.37;15483.52
24.37;15483.52
24.37;15483.52
24.43;15467.53
24.43;15467.53
24.43;15467.53
24.43;15467.53
24.43;15451.53
24.43;15467.53
24.43;15467.53
24.43;15483.52
24.43;15467.53
24.43;15483.52
24.43;15483.52
24.43;15483.52
24.43;15483.52
24.43;15483.52
24.48;15483.52
24.48;15467.53
24.48;15467.53
24.48;15467.53
24.48;15451.53
24.48;15467.53
24.48;15451.53
24.48;15467.53
24.48;15451.53
24.48;15467.53
24.48;15467.53
24.48;15483.52
24.48;15499.52
24.54;15483.52
24.54;15483.52
24.54;15499.52
24.54;15483.52
24.54;15499.52
24.54;15499.52
24.54;15499.52
24.54;15515.51
24.54;15515.51
24.59;15483.52
24.59;15499.52
24.59;15499.52
24.59;15499.52
24.59;15499.52
24.59;15499.52
24.59;15483.52
24.59;15499.52
24.59;15483.52
24.59;15483.52
24.59;15467.53
24.59;15483.52
24.59;15467.53
24.59;15467.53
24.65;15467.53
24.65;15467.53
24.65;15467.53
24.65;15483.52
24.65;15467.53
24.65;15483.52
24.65;15483.52
24.65;15499.52
24.71;15499.52
24.71;15515.51
24.71;15499.52
24.71;15515.51
24.71;15499.52
24.71;15515.51
24.71;15499.52
24.71;15515.51
24.71;15499.52
24.71;15515.51
24.71;15499.52
24.71;15515.51
24.71;15499.52
24.71;15499.52
24.71;15499.52
24.71;15515.51
24.71;15499.52
24.71;15515.51
24.71;15515.51
24.76;15499.52
24.76;15515.51
24.76;15515.51
24.76;15499.52
24.76;15515.51
24.76;15515.51
24.76;15515.51
24.76;15499.52
24.76;15515.51
24.82;15499.52
24.82;15515.51
24.82;15499.52
24.82;15515.51
24.82;15499.52
24.82;15515.51
24.82;15499.52
24.82;15499.52
24.82;15499.52
24.82;15515.51
24.82;15499.52
24.82;15515.51
24.82;15531.51
24.82;15531.51
24.82;15531.51
24.88;15515.51
24.88;15515.51
24.88;15515.51
24.88;15515.51
24.88;15531.51
24.88;15515.51
24.88;15531.51
24.88;15531.51
24.88;15531.51
24.88;15531.51
24.88;15547.5
24.88;15531.51
24.88;15531.51
24.88;15531.51
24.88;15515.51
24.93;15531.51
24.93;15515.51
24.93;15499.52
24.93;15515.51
24.93;15499.52
24.93;15515.51
24.93;15499.52
24.93;15515.51
24.93;15515.51
24.93;15531.51
24.93;15531.51
24.99;15515.51
24.99;15515.51
24.99;15531.51
24.99;15515.51
24.99;15531.51
24.99;15515.51
24.99;15531.51
24.99;15531.51
24.99;15547.5
24.99;15547.5
24.99;15547.5
24.99;15547.5
25.04;15531.51
25.04;15531.51
25.04;15531.51
25.04;15531.51
25.04;15547.5
25.04;15531.51
25.04;15547.5
25.04;15531.51
25.04;15547.5
25.04;15531.51
25.04;15547.5
25.04;15531.51
25.04;15531.51
25.1;15531.51
25.1;15531.51
25.1;15515.51
25.1;15531.51
25.1;15531.51
25.1;15547.5
25.1;15547.5
25.1;15547.5
25.1;15547.5
25.1;15563.5
25.1;15563.5
25.1;15547.5
25.16;15547.5
25.16;15547.5
25.16;15531.51
25.16;15531.51
25.16;15515.51
25.16;15515.51
25.16;15515.51
25.16;15515.51
25.16;15515.51
25.16;15531.51
25.16;15531.51
25.16;15547.5
25.16;15547.5
25.16;15563.5
25.16;15547.5
25.16;15563.5
25.21;15563.5
25.21;15579.5
25.21;15563.5
25.21;15579.5
25.21;15563.5
25.21;15563.5
25.21;15563.5
25.21;15579.5
25.27;15563.5
25.27;15579.5
25.27;15563.5
25.27;15563.5
25.27;15547.5
25.27;15563.5
25.27;15547.5
25.27;15547.5
25.27;15547.5
25.27;15563.5
25.27;15547.5
25.27;15563.5
25.27;15547.5
25.27;15563.5
25.32;15547.5
25.32;15563.5
25.32;15547.5
25.32;15563.5
25.32;15547.5
25.32;15563.5
25.32;15563.5
25.32;15579.5
25.32;15579.5
25.32;15595.49
25.32;15579.5
25.32;15595.49
25.32;15579.5
25.32;15595.49
25.32;15579.5
25.38;15579.5
25.38;15579.5
25.38;15579.5
25.38;15563.5
25.38;15579.5
25.38;15563.5
25.38;15563.5
25.38;15563.5
25.44;15563.5
25.44;15563.5
25.44;15579.5
25.44;15563.5
25.44;15579.5
25.44;15579.5
25.44;15579.5
25.44;15579.5
25.44;15579.5
25.44;15579.5
25.44;15579.5
25.44;15579.5
25.49;15579.5
25.49;15579.5
25.49;15579.5
25.49;15579.5
25.49;15579.5
25.49;15563.5
25.49;15579.5
25.49;15563.5
25.49;15579.5
25.49;15579.5
25.49;15595.49
25.49;15579.5
25.49;15595.49
25.55;15595.49
25.55;15595.49
25.55;15595.49
25.55;15595.49
25.55;15579.5
25.55;15595.49
25.55;15579.5
25.55;15595.49
25.55;15579.5
25.55;15595.49
25.55;15595.49
25.61;15579.5
25.61;15595.49
25.61;15595.49
25.61;15595.49
25.61;15595.49
25.61;15579.5
25.61;15579.5
25.61;15579.5
25.61;15579.5
25.61;15579.5
25.61;15579.5
25.61;15579.5
25.61;15595.49
25.61;15579.5
25.61;15595.49
25.61;15595.49
25.66;15595.49
25.66;15579.5
25.66;15595.49
25.66;15579.5
25.66;15595.49
25.66;15579.5
25.66;15595.49
25.66;15595.49
25.66;15611.49
25.66;15611.49
25.66;15627.48
25.66;15611.49
25.72;15611.49
25.72;15611.49
25.72;15611.49
25.72;15611.49
25.72;15611.49
25.72;15595.49
25.72;15595.49
25.72;15595.49
25.72;15579.5
25.72;15579.5
25.72;15579.5
25.72;15579.5
25.72;15579.5
25.77;15579.5
25.77;15579.5
25.77;15579.5
25.77;15595.49
25.77;15595.49
25.77;15611.49
25.77;15611.49
25.77;15627.48
25.77;15611.49
25.77;15627.48
25.77;15627.48
25.83;15611.49
25.83;15611.49
25.83;15627.48
25.83;15611.49
25.83;15627.48
25.83;15611.49
25.83;15611.49
25.83;15611.49
25.83;15611.49
25.83;15611.49
25.83;15611.49
25.83;15611.49
25.83;15611.49
25.83;15627.48
25.83;15627.48
25.89;15611.49
25.89;15611.49
25.89;15611.49
25.89;15627.48
25.89;15611.49
25.89;15611.49
25.89;15611.49
25.89;15611.49
25.89;15611.49
25.89;15627.48
25.89;15627.48
25.89;15627.48
25.89;15627.48
25.94;15627.48
25.94;15627.48
25.94;15627.48
25.94;15627.48
25.94;15627.48
25.94;15611.49
25.94;15611.49
25.94;15611.49
25.94;15611.49
25.94;15595.49
25.94;15595.49
25.94;15595.49
26;15595.49
26;15595.49
26;15611.49
26;15611.49
26;15627.48
26;15627.48
26;15643.48
26;15643.48
26;15659.47
26;15659.47
26;15659.47
26;15643.48
26.05;15659.47
26.05;15643.48
26.05;15643.48
26.05;15627.48
26.05;15627.48
26.05;15611.49
26.05;15611.49
26.05;15611.49
26.05;15611.49
26.05;15611.49
26.05;15627.48
26.05;15627.48
26.05;15643.48
26.05;15643.48
26.05;15643.48
26.11;15643.48
26.11;15643.48
26.11;15643.48
26.11;15643.48
26.11;15643.48
26.11;15643.48
26.11;15643.48
26.11;15643.48
26.11;15659.47
26.17;15643.48
26.17;15659.47
26.17;15659.47
26.17;15643.48
26.17;15659.47
26.17;15643.48
26.17;15643.48
26.17;15643.48
26.17;15659.47
26.17;15659.47
26.17;15659.47
26.17;15643.48
26.17;15643.48
26.17;15627.48
26.17;15643.48
26.22;15643.48
26.22;15643.48
26.22;15627.48
26.22;15627.48
26.22;15643.48
26.22;15659.47
26.22;15659.47
26.22;15659.47
26.22;15675.47
26.28;15659.47
26.28;15659.47
26.28;15659.47
26.28;15659.47
26.28;15659.47
26.28;15643.48
26.28;15643.48
26.28;15643.48
26.28;15643.48
26.28;15627.48
26.28;15643.48
26.28;15643.48
26.28;15643.48
26.28;15643.48
26.28;15659.47
26.34;15659.47
26.34;15659.47
26.34;15659.47
26.34;15675.47
26.34;15659.47
26.34;15675.47
26.34;15675.47
26.34;15675.47
26.34;15675.47
26.34;15675.47
26.34;15675.47
26.34;15675.47
26.34;15659.47
26.39;15659.47
26.39;15659.47
26.39;15659.47
26.39;15659.47
26.39;15659.47
26.39;15659.47
26.39;15675.47
26.39;15659.47
26.39;15659.47
26.39;15659.47
26.39;15659.47
26.39;15643.48
26.45;15643.48
26.45;15643.48
26.45;15643.48
26.45;15643.48
26.45;15643.48
26.45;15659.47
26.45;15659.47
26.45;15675.47
26.45;15691.46
26.45;15691.46
26.45;15691.46
26.45;15691.46
26.5;15691.46
26.5;15691.46
26.5;15675.47
26.5;15675.47
26.5;15675.47
26.5;15659.47
26.5;15659.47
26.5;15659.47
26.5;15675.47
26.5;15675.47
26.5;15675.47
26.56;15675.47
26.56;15675.47
26.56;15691.46
26.56;15675.47
26.56;15675.47
26.56;15675.47
26.56;15675.47
26.56;15675.47
26.56;15675.47
26.56;15675.47
26.56;15675.47
26.56;15691.46
26.62;15691.46
26.62;15691.46
26.62;15691.46
26.62;15691.46
26.62;15691.46
26.62;15691.46
26.62;15675.47
26.62;15691.46
26.62;15675.47
26.62;15691.46
26.62;15675.47
26.62;15675.47
26.62;15659.47
26.62;15675.47
26.62;15675.47
26.62;15675.47
26.67;15675.47
26.67;15691.46
26.67;15691.46
26.67;15707.46
26.67;15707.46
26.67;15707.46
26.67;15707.46
26.67;15707.46
26.67;15707.46
26.67;15707.46
26.67;15691.46
26.73;15691.46
26.73;15691.46
26.73;15675.47
26.73;15675.47
26.73;15675.47
26.73;15659.47
26.73;15675.47
26.73;15675.47
26.73;15675.47
26.73;15675.47
26.73;15691.46
26.73;15691.46
26.73;15707.46
26.73;15707.46
26.78;15691.46
26.78;15707.46
26.78;15707.46
26.78;15707.46
26.78;15707.46
26.78;15707.46
26.78;15707.46
26.78;15707.46
26.78;15707.46
26.78;15707.46
26.78;15723.45
26.78;15707.46
26.78;15707.46
26.84;15723.45
26.84;15707.46
26.84;15707.46
26.84;15707.46
26.84;15707.46
26.84;15707.46
26.84;15707.46
26.84;15707.46
26.9;15691.46
26.9;15691.46
26.9;15691.46
26.9;15707.46
26.9;15707.46
26.9;15707.46
26.9;15707.46
26.9;15707.46
26.9;15707.46
26.9;15723.45
26.9;15723.45
26.9;15723.45
26.9;15707.46
26.9;15723.45
26.9;15707.46
26.95;15707.46
26.95;15707.46
26.95;15707.46
26.95;15691.46
26.95;15691.46
26.95;15691.46
26.95;15691.46
26.95;15691.46
26.95;15707.46
26.95;15707.46
26.95;15723.45
26.95;15723.45
26.95;15739.45
27.01;15723.45
27.01;15723.45
27.01;15723.45
27.01;15723.45
27.01;15723.45
27.01;15723.45
27.01;15723.45
27.01;15723.45
27.01;15723.45
27.01;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15723.45
27.07;15707.46
27.07;15707.46
27.07;15723.45
27.12;15707.46
27.12;15707.46
27.12;15707.46
27.12;15707.46
27.12;15723.45
27.12;15739.45
27.12;15739.45
27.12;15739.45
27.12;15739.45
27.18;15739.45
27.18;15739.45
27.18;15739.45
27.18;15739.45
27.18;15739.45
27.18;15739.45
27.18;15723.45
27.18;15723.45
27.18;15707.46
27.18;15723.45
27.18;15723.45
27.18;15723.45
27.18;15723.45
27.18;15723.45
27.18;15739.45
27.18;15739.45
27.23;15739.45
27.23;15739.45
27.23;15739.45
27.23;15739.45
27.23;15723.45
27.23;15723.45
27.23;15723.45
27.23;15739.45
27.23;15739.45
27.29;15739.45
27.29;15739.45
27.29;15755.44
27.29;15755.44
27.29;15755.44
27.29;15755.44
27.29;15755.44
27.29;15739.45
27.29;15739.45
27.29;15723.45
27.29;15723.45
27.29;15723.45
27.29;15723.45
27.29;15723.45
27.29;15723.45
27.35;15723.45
27.35;15739.45
27.35;15739.45
27.35;15739.45
27.35;15739.45
27.35;15739.45
27.35;15739.45
27.35;15755.44
27.35;15755.44
27.35;15755.44
27.35;15755.44
27.35;15755.44
27.4;15755.44
27.4;15755.44
27.4;15739.45
27.4;15755.44
27.4;15755.44
27.4;15755.44
27.4;15739.45
27.4;15755.44
27.4;15739.45
27.4;15755.44
27.4;15739.45
27.4;15739.45
27.4;15739.45
27.4;15739.45
27.4;15739.45
27.4;15755.44
27.46;15755.44
27.46;15755.44
27.46;15755.44
27.46;15771.44
27.46;15771.44
27.46;15771.44
27.46;15771.44
27.46;15771.44
27.51;15771.44
27.51;15771.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.51;15755.44
27.57;15739.45
27.57;15739.45
27.57;15739.45
27.57;15739.45
27.57;15755.44
