Déplacement (mm);Force (N)
12.86;5502.41
12.86;5486.41
12.86;5470.42
12.86;5486.41
12.86;5406.44
12.92;5470.42
12.92;5470.42
12.92;5438.43
12.92;5470.42
12.92;5486.41
12.92;5438.43
12.92;5470.42
12.97;5422.43
12.97;5486.41
12.97;5438.43
12.97;5438.43
12.97;5470.42
12.97;5502.41
12.97;5438.43
13.03;5454.42
13.03;5486.41
13.03;5470.42
13.03;5438.43
13.03;5454.42
13.03;5486.41
13.08;5422.43
13.08;5454.42
13.08;5470.42
13.08;5438.43
13.08;5438.43
13.08;5486.41
13.14;5486.41
13.14;5438.43
13.14;5454.42
13.14;5486.41
13.14;5454.42
13.14;5406.44
13.14;5486.41
13.2;5438.43
13.2;5502.41
13.2;5422.43
13.2;5438.43
13.2;5502.41
13.2;5502.41
13.2;5422.43
13.2;5454.42
13.2;5502.41
13.2;5518.4
13.2;5438.43
13.25;5486.41
13.25;5518.4
13.25;5550.4
13.25;5454.42
13.31;5486.41
13.31;5534.4
13.31;5550.4
13.31;5454.42
13.31;5486.41
13.31;5534.4
13.36;5534.4
13.36;5470.42
13.36;5502.41
13.36;5550.4
13.36;5470.42
13.36;5566.39
13.42;5486.41
13.42;5518.4
13.42;5470.42
13.42;5502.41
13.42;5534.4
13.42;5518.4
13.42;5486.41
13.42;5438.43
13.42;5486.41
13.48;5454.42
13.48;5502.41
13.48;5486.41
13.48;5454.42
13.48;5486.41
13.53;5518.4
13.53;5486.41
13.53;5470.42
13.53;5502.41
13.53;5518.4
13.53;5454.42
13.53;5502.41
13.53;5438.43
13.53;5454.42
13.59;5486.41
13.59;5470.42
13.59;5438.43
13.59;5438.43
13.59;5470.42
13.59;5438.43
13.65;5422.43
13.65;5470.42
13.65;5438.43
13.65;5422.43
13.65;5470.42
13.65;5438.43
13.7;5486.41
13.7;5454.42
13.7;5486.41
13.7;5438.43
13.7;5438.43
13.76;5486.41
13.76;5502.41
13.76;5438.43
13.76;5470.42
13.76;5502.41
13.76;5454.42
13.76;5486.41
13.76;5438.43
13.81;5438.43
13.81;5518.4
13.81;5454.42
13.81;5518.4
13.81;5486.41
13.81;5454.42
13.81;5486.41
13.81;5518.4
13.87;5454.42
13.87;5454.42
13.87;5486.41
13.87;5502.41
13.87;5454.42
13.87;5470.42
13.87;5470.42
13.93;5454.42
13.93;5422.43
13.93;5438.43
13.93;5454.42
13.93;5486.41
13.93;5438.43
13.93;5438.43
13.98;5470.42
13.98;5518.4
13.98;5454.42
13.98;5438.43
13.98;5470.42
13.98;5518.4
13.98;5454.42
14.04;5422.43
14.04;5486.41
14.04;5518.4
14.04;5438.43
14.04;5470.42
14.04;5502.41
14.09;5486.41
14.09;5454.42
14.09;5502.41
14.09;5534.4
14.09;5550.4
14.09;5502.41
14.15;5454.42
14.15;5534.4
14.15;5550.4
14.15;5470.42
14.15;5502.41
14.15;5502.41
14.21;5534.4
14.21;5470.42
14.21;5502.41
14.21;5502.41
14.21;5454.42
14.21;5486.41
14.21;5502.41
14.26;5454.42
14.26;5470.42
14.26;5502.41
14.26;5486.41
14.26;5470.42
14.26;5502.41
14.26;5534.4
14.26;5518.4
14.32;5486.41
14.32;5470.42
14.32;5550.4
14.32;5534.4
14.32;5486.41
14.32;5502.41
14.32;5502.41
14.32;5438.43
14.38;5438.43
14.38;5486.41
14.38;5518.4
14.38;5534.4
14.38;5486.41
14.43;5438.43
14.43;5518.4
14.43;5550.4
14.43;5454.42
14.43;5470.42
14.43;5550.4
14.49;5518.4
14.49;5534.4
14.49;5470.42
14.49;5502.41
14.49;5550.4
14.49;5566.39
14.49;5470.42
14.49;5502.41
14.54;5550.4
14.54;5470.42
14.54;5422.43
14.54;5454.42
14.54;5502.41
14.54;5422.43
14.6;5550.4
14.6;5454.42
14.6;5502.41
14.6;5534.4
14.6;5470.42
14.6;5470.42
14.6;5518.4
14.66;5550.4
14.66;5566.39
14.66;5470.42
14.66;5518.4
14.66;5550.4
14.66;5582.39
14.66;5470.42
14.66;5502.41
14.71;5550.4
14.71;5582.39
14.71;5502.41
14.71;5502.41
14.71;5534.4
14.71;5582.39
14.77;5598.38
14.77;5438.43
14.77;5470.42
14.77;5518.4
14.77;5550.4
14.77;5486.41
14.77;5454.42
14.77;5502.41
14.82;5550.4
14.82;5582.39
14.82;5454.42
14.82;5502.41
14.82;5534.4
14.88;5582.39
14.88;5502.41
14.88;5486.41
14.88;5518.4
14.88;5566.39
14.88;5582.39
14.88;5486.41
14.94;5502.41
14.94;5550.4
14.94;5582.39
14.94;5502.41
14.94;5502.41
14.94;5534.4
14.94;5566.39
14.94;5486.41
14.99;5518.4
14.99;5566.39
14.99;5582.39
14.99;5486.41
14.99;5518.4
15.05;5566.39
15.05;5582.39
15.05;5486.41
15.05;5534.4
15.05;5566.39
15.05;5582.39
15.05;5486.41
15.1;5518.4
15.1;5566.39
15.1;5582.39
15.1;5486.41
15.1;5518.4
15.16;5566.39
15.16;5582.39
15.16;5486.41
15.16;5534.4
15.16;5566.39
15.16;5566.39
15.16;5486.41
15.22;5534.4
15.22;5566.39
15.22;5582.39
15.22;5486.41
15.22;5518.4
15.22;5550.4
15.22;5502.41
15.27;5566.39
15.27;5502.41
15.27;5534.4
15.27;5534.4
15.27;5438.43
15.27;5470.42
15.27;5502.41
15.27;5438.43
15.33;5550.4
15.33;5470.42
15.33;5502.41
15.33;5550.4
15.33;5470.42
15.33;5470.42
15.33;5502.41
15.39;5550.4
15.39;5566.39
15.39;5454.42
15.39;5502.41
15.39;5550.4
15.39;5582.39
15.39;5502.41
15.44;5470.42
15.44;5550.4
15.44;5582.39
15.44;5470.42
15.44;5486.41
15.44;5534.4
15.44;5582.39
15.5;5486.41
15.5;5502.41
15.5;5534.4
15.5;5582.39
15.5;5486.41
15.5;5502.41
15.55;5550.4
15.55;5582.39
15.55;5422.43
15.55;5454.42
15.55;5486.41
15.55;5534.4
15.55;5486.41
15.55;5454.42
15.61;5486.41
15.61;5534.4
15.61;5486.41
15.61;5454.42
15.61;5534.4
15.67;5502.41
15.67;5470.42
15.67;5454.42
15.67;5502.41
15.67;5550.4
15.67;5454.42
15.67;5470.42
15.67;5518.4
15.72;5550.4
15.72;5454.42
15.72;5470.42
15.72;5518.4
15.72;5550.4
15.78;5454.42
15.78;5470.42
15.78;5518.4
15.78;5518.4
15.78;5454.42
15.78;5486.41
15.78;5518.4
15.83;5534.4
15.83;5470.42
15.83;5470.42
15.83;5550.4
15.83;5486.41
15.83;5486.41
15.83;5518.4
15.83;5566.39
15.89;5582.39
15.89;5470.42
15.89;5502.41
15.89;5534.4
15.89;5566.39
15.89;5598.38
15.89;5486.41
15.89;5518.4
15.89;5550.4
15.95;5534.4
15.95;5486.41
15.95;5486.41
15.95;5502.41
16;5518.4
16;5502.41
16;5502.41
16;5486.41
16;5502.41
16;5486.41
16.06;5502.41
16.06;5518.4
16.06;5534.4
16.06;5502.41
16.06;5518.4
16.06;5534.4
16.12;5566.39
16.12;5534.4
16.12;5518.4
16.12;5550.4
16.12;5582.39
16.12;5598.38
16.12;5534.4
16.17;5502.41
16.17;5534.4
16.17;5550.4
16.17;5534.4
16.17;5518.4
16.17;5550.4
16.17;5550.4
16.17;5502.41
16.23;5534.4
16.23;5550.4
16.23;5486.41
16.23;5518.4
16.23;5550.4
16.23;5502.41
16.28;5486.41
16.28;5534.4
16.28;5566.39
16.28;5486.41
16.28;5502.41
16.28;5550.4
16.28;5566.39
16.28;5486.41
16.34;5518.4
16.34;5550.4
16.34;5550.4
16.34;5406.44
16.34;5454.42
16.34;5502.41
16.34;5534.4
16.4;5438.43
16.4;5454.42
16.4;5502.41
16.4;5534.4
16.4;5534.4
16.4;5454.42
16.4;5502.41
16.4;5518.4
16.45;5566.39
16.45;5454.42
16.45;5486.41
16.45;5518.4
16.45;5550.4
16.51;5470.42
16.51;5486.41
16.51;5518.4
16.51;5550.4
16.51;5470.42
16.51;5502.41
16.51;5566.39
16.56;5534.4
16.56;5486.41
16.56;5486.41
16.56;5518.4
16.56;5566.39
16.56;5582.39
16.56;5486.41
16.62;5518.4
16.62;5566.39
16.62;5582.39
16.62;5486.41
16.62;5518.4
16.62;5566.39
16.62;5582.39
16.68;5486.41
16.68;5502.41
16.68;5550.4
16.68;5566.39
16.68;5438.43
16.68;5470.42
16.68;5518.4
16.73;5550.4
16.73;5502.41
16.73;5454.42
16.73;5502.41
16.73;5534.4
16.73;5518.4
16.79;5454.42
16.79;5502.41
16.79;5518.4
16.79;5550.4
16.79;5454.42
16.79;5470.42
16.85;5502.41
16.85;5534.4
16.85;5518.4
16.85;5454.42
16.85;5486.41
16.85;5534.4
16.9;5550.4
16.9;5454.42
16.9;5470.42
16.9;5518.4
16.9;5534.4
16.9;5438.43
16.9;5518.4
16.96;5470.42
16.96;5518.4
16.96;5454.42
16.96;5470.42
16.96;5518.4
16.96;5534.4
16.96;5438.43
17.01;5470.42
17.01;5518.4
17.01;5502.41
17.01;5454.42
17.01;5486.41
17.01;5534.4
17.01;5550.4
17.01;5470.42
17.01;5454.42
17.07;5422.43
17.07;5486.41
17.07;5470.42
17.07;5406.44
17.07;5454.42
17.07;5486.41
17.13;5454.42
17.13;5406.44
17.13;5438.43
17.13;5470.42
17.18;5502.41
17.18;5390.44
17.18;5422.43
17.18;5454.42
17.18;5486.41
17.18;5374.45
17.18;5406.44
17.24;5438.43
17.24;5438.43
17.24;5358.45
17.24;5390.44
17.24;5422.43
17.24;5406.44
17.24;5342.46
17.29;5374.45
17.29;5390.44
17.29;5342.46
17.29;5326.46
17.29;5358.45
17.29;5358.45
17.35;5310.46
17.35;5294.47
17.35;5326.46
17.35;5294.47
17.35;5278.47
17.35;5278.47
17.35;5278.47
17.35;5230.49
17.35;5246.48
17.41;5230.49
17.41;5198.5
17.41;5182.5
17.41;5182.5
17.46;5134.52
17.46;5118.52
17.46;5070.53
17.46;5022.55
17.46;4974.56
17.46;4878.59
17.58;2127.38
17.58;2031.41
17.58;2063.4
17.58;2111.39
17.58;2079.4
17.63;1935.44
17.74;16
17.86;47.99
17.86;16
17.86;16
17.86;16
17.91;31.99
17.91;31.99
17.91;31.99
17.91;31.99
17.91;31.99
17.91;31.99
17.97;31.99
17.97;31.99
17.97;31.99
17.97;31.99
17.97;31.99
17.97;31.99
17.97;31.99
17.97;31.99
18.02;31.99
18.02;31.99
18.02;31.99
18.02;31.99
18.02;31.99
18.02;31.99
18.02;31.99
18.02;31.99
18.08;31.99
18.08;31.99
18.08;31.99
18.08;31.99
18.08;31.99
18.08;31.99
18.14;31.99
18.14;31.99
18.14;31.99
18.14;31.99
18.14;31.99
18.14;31.99
18.14;31.99
18.14;31.99
18.14;31.99
18.19;31.99
18.19;31.99
18.19;31.99
18.19;31.99
18.19;31.99
18.19;31.99
18.19;31.99
18.25;31.99
18.25;31.99
18.25;31.99
18.25;31.99
18.25;31.99
18.25;31.99
18.31;31.99
18.31;31.99
18.31;31.99
18.31;31.99
18.31;31.99
18.31;31.99
18.31;31.99
18.36;31.99
18.36;31.99
18.36;31.99
18.36;31.99
18.36;31.99
18.42;31.99
18.42;31.99
18.42;31.99
18.42;31.99
18.42;16
18.47;31.99
18.47;31.99
18.47;31.99
18.47;31.99
18.47;31.99
18.47;31.99
18.47;31.99
18.47;31.99
18.53;31.99
18.53;31.99
18.53;31.99
18.53;31.99
18.53;31.99
18.53;31.99
18.53;31.99
18.53;31.99
18.59;31.99
18.59;31.99
18.59;31.99
18.59;31.99
18.59;31.99
18.59;31.99
18.64;31.99
18.64;31.99
18.64;31.99
18.64;31.99
18.64;16
18.64;31.99
18.64;31.99
18.64;31.99
18.64;31.99
18.64;31.99
18.7;31.99
18.7;31.99
18.7;31.99
18.7;31.99
18.7;31.99
18.75;31.99
18.75;31.99
18.75;31.99
18.75;31.99
18.75;31.99
18.75;16
18.75;31.99
18.75;31.99
18.81;31.99
18.81;31.99
18.81;31.99
18.81;31.99
18.81;31.99
18.81;31.99
18.81;31.99
18.87;31.99
18.87;31.99
18.87;31.99
18.87;31.99
18.87;31.99
18.87;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.98;31.99
18.98;31.99
18.98;31.99
18.98;31.99
18.98;31.99
19.04;31.99
19.04;31.99
19.04;31.99
19.04;31.99
19.04;31.99
19.04;31.99
19.04;31.99
19.09;31.99
19.09;31.99
19.09;31.99
19.09;31.99
19.09;31.99
19.09;31.99
19.09;31.99
19.09;31.99
19.09;31.99
19.15;31.99
19.15;31.99
19.15;31.99
19.15;31.99
19.2;31.99
19.2;31.99
19.2;31.99
19.2;31.99
19.2;31.99
19.2;31.99
19.2;31.99
19.2;31.99
19.2;31.99
19.26;31.99
19.26;31.99
19.26;31.99
19.26;31.99
19.26;31.99
19.26;31.99
19.26;31.99
19.26;31.99
19.32;31.99
19.32;31.99
19.32;31.99
19.32;31.99
19.32;31.99
19.32;31.99
19.32;31.99
19.32;31.99
19.32;31.99
19.32;31.99
19.37;31.99
19.37;31.99
19.37;31.99
19.37;31.99
19.37;31.99
19.43;31.99
19.43;31.99
19.43;31.99
19.43;31.99
19.43;31.99
19.43;31.99
19.43;31.99
19.43;31.99
19.43;16
19.43;31.99
19.43;31.99
19.43;31.99
19.43;31.99
19.43;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.48;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.54;31.99
19.6;16
19.6;16
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;16
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.6;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;16
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;16
19.65;31.99
19.65;16
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;16
19.65;31.99
19.65;31.99
19.65;31.99
19.65;16
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
19.65;31.99
