Déplacement (mm);Force (N)
12.24;9517.25
12.24;9517.25
12.24;9533.24
12.24;9533.24
12.24;9517.25
12.24;9533.24
12.24;9533.24
12.3;9517.25
12.3;9517.25
12.3;9533.24
12.3;9517.25
12.3;9533.24
12.3;9533.24
12.35;9517.25
12.35;9533.24
12.35;9533.24
12.35;9533.24
12.35;9533.24
12.35;9517.25
12.35;9533.24
12.41;9517.25
12.41;9533.24
12.41;9517.25
12.41;9533.24
12.41;9517.25
12.41;9533.24
12.47;9517.25
12.47;9533.24
12.47;9517.25
12.47;9533.24
12.47;9517.25
12.47;9533.24
12.47;9517.25
12.47;9533.24
12.52;9517.25
12.52;9533.24
12.52;9517.25
12.52;9533.24
12.52;9517.25
12.52;9533.24
12.52;9533.24
12.58;9517.25
12.58;9517.25
12.58;9533.24
12.58;9533.24
12.58;9517.25
12.58;9533.24
12.58;9517.25
12.63;9517.25
12.63;9517.25
12.63;9517.25
12.63;9517.25
12.63;9517.25
12.63;9533.24
12.63;9533.24
12.63;9533.24
12.69;9517.25
12.69;9517.25
12.69;9517.25
12.69;9517.25
12.69;9517.25
12.69;9517.25
12.69;9501.25
12.69;9517.25
12.75;9501.25
12.75;9517.25
12.75;9501.25
12.75;9517.25
12.75;9533.24
12.8;9517.25
12.8;9517.25
12.8;9517.25
12.8;9517.25
12.8;9517.25
12.8;9517.25
12.8;9517.25
12.8;9517.25
12.8;9517.25
12.86;9501.25
12.86;9517.25
12.86;9517.25
12.86;9517.25
12.92;9501.25
12.92;9501.25
12.92;9517.25
12.92;9517.25
12.92;9501.25
12.92;9517.25
12.92;9501.25
12.92;9517.25
12.92;9501.25
12.97;9517.25
12.97;9501.25
12.97;9517.25
12.97;9501.25
12.97;9517.25
13.03;9501.25
13.03;9517.25
13.03;9501.25
13.03;9517.25
13.03;9501.25
13.03;9517.25
13.08;9501.25
13.08;9517.25
13.08;9501.25
13.08;9501.25
13.08;9501.25
13.14;9501.25
13.14;9501.25
13.14;9517.25
13.14;9501.25
13.14;9517.25
13.14;9501.25
13.14;9517.25
13.14;9501.25
13.14;9517.25
13.14;9501.25
13.14;9501.25
13.2;9501.25
13.2;9501.25
13.2;9501.25
13.2;9501.25
13.2;9501.25
13.2;9501.25
13.25;9501.25
13.25;9501.25
13.25;9501.25
13.25;9501.25
13.25;9501.25
13.25;9501.25
13.31;9485.26
13.31;9501.25
13.31;9485.26
13.31;9501.25
13.31;9501.25
13.31;9501.25
13.31;9501.25
13.31;9501.25
13.36;9501.25
13.36;9501.25
13.36;9485.26
13.36;9501.25
13.36;9485.26
13.36;9501.25
13.36;9501.25
13.42;9485.26
13.42;9485.26
13.42;9501.25
13.42;9485.26
13.42;9501.25
13.42;9501.25
13.48;9485.26
13.48;9485.26
13.48;9501.25
13.48;9501.25
13.48;9485.26
13.48;9485.26
13.53;9485.26
13.53;9485.26
13.53;9485.26
13.53;9485.26
13.53;9485.26
13.53;9485.26
13.53;9485.26
13.53;9485.26
13.59;9485.26
13.59;9485.26
13.59;9485.26
13.59;9485.26
13.59;9485.26
13.59;9485.26
13.59;9485.26
13.65;9485.26
13.65;9485.26
13.65;9485.26
13.65;9485.26
13.65;9485.26
13.65;9485.26
13.65;9485.26
13.65;9485.26
13.7;9485.26
13.7;9485.26
13.7;9469.26
13.7;9469.26
13.7;9469.26
13.7;9469.26
13.76;9469.26
13.76;9485.26
13.76;9469.26
13.76;9485.26
13.76;9469.26
13.76;9485.26
13.81;9469.26
13.81;9485.26
13.81;9469.26
13.81;9485.26
13.81;9469.26
13.81;9469.26
13.87;9469.26
13.87;9469.26
13.87;9469.26
13.87;9469.26
13.87;9469.26
13.87;9469.26
13.87;9469.26
13.93;9469.26
13.93;9469.26
13.93;9469.26
13.93;9469.26
13.93;9469.26
13.93;9469.26
13.93;9469.26
13.98;9469.26
13.98;9469.26
13.98;9469.26
13.98;9469.26
13.98;9453.27
13.98;9469.26
13.98;9453.27
13.98;9469.26
14.04;9469.26
14.04;9469.26
14.04;9453.27
14.04;9469.26
14.04;9453.27
14.04;9453.27
14.04;9453.27
14.04;9453.27
14.04;9453.27
14.09;9453.27
14.09;9453.27
14.09;9453.27
14.15;9453.27
14.15;9469.26
14.15;9453.27
14.15;9453.27
14.15;9453.27
14.15;9453.27
14.15;9453.27
14.15;9453.27
14.21;9437.27
14.21;9453.27
14.21;9437.27
14.21;9453.27
14.21;9453.27
14.21;9453.27
14.26;9453.27
14.26;9453.27
14.26;9453.27
14.26;9453.27
14.26;9453.27
14.26;9453.27
14.26;9453.27
14.26;9453.27
14.26;9437.27
14.26;9453.27
14.32;9437.27
14.32;9437.27
14.32;9437.27
14.32;9437.27
14.38;9437.27
14.38;9437.27
14.38;9437.27
14.38;9437.27
14.38;9437.27
14.38;9437.27
14.38;9437.27
14.38;9437.27
14.38;9437.27
14.38;9437.27
14.43;9437.27
14.43;9437.27
14.43;9437.27
14.43;9437.27
14.49;9437.27
14.49;9437.27
14.49;9437.27
14.49;9437.27
14.49;9421.28
14.49;9421.28
14.49;9421.28
14.49;9421.28
14.54;9421.28
14.54;9421.28
14.54;9421.28
14.54;9421.28
14.54;9437.27
14.6;9421.28
14.6;9437.27
14.6;9437.27
14.6;9421.28
14.6;9421.28
14.6;9421.28
14.6;9421.28
14.6;9421.28
14.6;9421.28
14.66;9421.28
14.66;9421.28
14.66;9421.28
14.66;9421.28
14.66;9421.28
14.71;9421.28
14.71;9421.28
14.71;9421.28
14.71;9405.28
14.71;9405.28
14.71;9405.28
14.71;9405.28
14.77;9405.28
14.77;9405.28
14.77;9405.28
14.77;9421.28
14.77;9405.28
14.77;9405.28
14.77;9405.28
14.77;9405.28
14.82;9405.28
14.82;9405.28
14.82;9405.28
14.82;9405.28
14.82;9405.28
14.88;9405.28
14.88;9405.28
14.88;9405.28
14.88;9405.28
14.88;9405.28
14.88;9405.28
14.94;9389.29
14.94;9405.28
14.94;9405.28
14.94;9405.28
14.94;9405.28
14.99;9389.29
14.99;9389.29
14.99;9389.29
14.99;9389.29
14.99;9389.29
14.99;9389.29
14.99;9389.29
14.99;9389.29
14.99;9389.29
14.99;9389.29
15.05;9389.29
15.05;9389.29
15.05;9389.29
15.05;9389.29
15.05;9389.29
15.05;9389.29
15.05;9389.29
15.1;9389.29
15.1;9373.29
15.1;9373.29
15.1;9373.29
15.1;9373.29
15.16;9373.29
15.16;9373.29
15.16;9373.29
15.16;9373.29
15.16;9373.29
15.16;9373.29
15.16;9357.29
15.16;9357.29
15.22;9373.29
15.22;9357.29
15.22;9357.29
15.22;9357.29
15.22;9357.29
15.22;9357.29
15.27;9357.29
15.27;9357.29
15.27;9357.29
15.27;9357.29
15.27;9357.29
15.27;9357.29
15.27;9357.29
15.27;9357.29
15.33;9357.29
15.33;9341.3
15.33;9341.3
15.33;9341.3
15.33;9341.3
15.33;9341.3
15.39;9357.29
15.39;9341.3
15.39;9341.3
15.39;9341.3
15.39;9341.3
15.39;9341.3
15.39;9341.3
15.44;9341.3
15.44;9341.3
15.44;9325.3
15.44;9341.3
15.44;9325.3
15.44;9325.3
15.5;9325.3
15.5;9341.3
15.5;9325.3
15.5;9325.3
15.5;9325.3
15.5;9325.3
15.55;9325.3
15.55;9325.3
15.55;9309.31
15.55;9325.3
15.55;9309.31
15.55;9325.3
15.55;9309.31
15.55;9309.31
15.61;9309.31
15.61;9325.3
15.61;9309.31
15.61;9309.31
15.61;9293.31
15.61;9309.31
15.67;9293.31
15.67;9293.31
15.67;9293.31
15.67;9293.31
15.67;9293.31
15.67;9293.31
15.67;9293.31
15.67;9293.31
15.67;9293.31
15.72;9293.31
15.72;9293.31
15.72;9293.31
15.72;9277.32
15.72;9277.32
15.72;9277.32
15.78;9277.32
15.78;9277.32
15.78;9277.32
15.78;9261.32
15.78;9277.32
15.83;9261.32
15.83;9261.32
15.83;9261.32
15.83;9261.32
15.83;9261.32
15.89;9261.32
15.89;9261.32
15.89;9261.32
15.89;9245.33
15.89;9261.32
15.89;9245.33
15.89;9245.33
15.89;9245.33
15.89;9245.33
15.95;9245.33
15.95;9245.33
15.95;9245.33
15.95;9245.33
15.95;9229.33
15.95;9229.33
15.95;9229.33
16.00;9229.33
16.00;9213.34
16.00;9229.33
16.00;9213.34
16.00;9229.33
16.00;9213.34
16.00;9213.34
16.00;9213.34
16.06;9213.34
16.06;9213.34
16.06;9213.34
16.06;9197.34
16.06;9213.34
16.06;9197.34
16.06;9197.34
16.06;9197.34
16.12;9197.34
16.12;9181.35
16.12;9197.34
16.12;9181.35
16.12;9181.35
16.12;9181.35
16.12;9181.35
16.17;9181.35
16.17;9181.35
16.17;9165.35
16.17;9181.35
16.23;9165.35
16.23;9165.35
16.23;9165.35
16.23;9165.35
16.23;9149.35
16.23;9149.35
16.23;9149.35
16.23;9149.35
16.28;9149.35
16.28;9149.35
16.28;9133.36
16.28;9133.36
16.28;9133.36
16.28;9133.36
16.28;9117.36
16.28;9117.36
16.34;9117.36
16.34;9117.36
16.34;9117.36
16.34;9117.36
16.34;9117.36
16.34;9117.36
16.4;9101.37
16.4;9101.37
16.4;9101.37
16.4;9101.37
16.4;9085.37
16.45;9085.37
16.45;9085.37
16.45;9085.37
16.45;9069.38
16.45;9085.37
16.45;9069.38
16.45;9069.38
16.51;9053.38
16.51;9069.38
16.51;9053.38
16.51;9053.38
16.51;9053.38
16.51;9053.38
16.51;9037.39
16.56;9037.39
16.56;9037.39
16.56;9037.39
16.56;9037.39
16.56;9037.39
16.56;9021.39
16.56;9021.39
16.56;9005.4
16.56;9021.39
16.62;9005.4
16.62;9005.4
16.62;8989.4
16.62;9005.4
16.68;8989.4
16.68;8989.4
16.68;8989.4
16.68;8989.4
16.68;8973.41
16.68;8973.41
16.68;8957.41
16.68;8973.41
16.73;8957.41
16.73;8957.41
16.73;8957.41
16.73;8957.41
16.73;8941.41
16.73;8941.41
16.73;8925.42
16.73;8941.41
16.73;8925.42
16.73;8925.42
16.79;8909.42
16.79;8909.42
16.79;8909.42
16.79;8909.42
16.79;8909.42
16.85;8909.42
16.85;8893.43
16.85;8893.43
16.9;8877.43
16.9;8877.43
16.9;8877.43
16.9;8877.43
16.9;8861.44
16.9;8861.44
16.9;8845.44
16.9;8861.44
16.96;8845.44
16.96;8845.44
16.96;8829.45
16.96;8829.45
16.96;8829.45
16.96;8829.45
16.96;8813.45
17.01;8813.45
17.01;8797.46
17.01;8813.45
17.01;8797.46
17.01;8797.46
17.01;8781.46
17.01;8781.46
17.07;8765.47
17.07;8781.46
17.07;8765.47
17.07;8765.47
17.07;8749.47
17.07;8749.47
17.07;8733.47
17.07;8749.47
17.13;8733.47
17.13;8733.47
17.13;8717.48
17.13;8717.48
17.13;8701.48
17.18;8701.48
17.18;8701.48
17.18;8701.48
17.18;8685.49
17.18;8685.49
17.18;8669.49
17.18;8685.49
17.24;8653.5
17.24;8653.5
17.24;8637.5
17.24;8637.5
17.24;8637.5
17.24;8637.5
17.24;8621.51
17.24;8621.51
17.29;8605.51
17.29;8621.51
17.29;8589.52
17.29;8589.52
17.35;8589.52
17.35;8589.52
17.35;8573.52
17.35;8573.52
17.35;8557.53
17.35;8557.53
17.35;8541.53
17.35;8541.53
17.41;8525.54
17.41;8525.54
17.41;8509.54
17.41;8509.54
17.41;8493.54
17.41;8493.54
17.41;8477.55
17.41;8493.54
17.46;8477.55
17.46;8477.55
17.46;8445.56
17.46;8461.55
17.46;8429.56
17.46;8429.56
17.52;8429.56
17.52;8429.56
17.52;8413.57
17.52;8413.57
17.52;8397.57
17.52;8397.57
17.58;8381.58
17.58;8365.58
17.58;8349.59
17.58;8349.59
17.58;8333.59
17.58;8333.59
17.63;8317.6
17.63;8317.6
17.63;8301.6
17.63;8301.6
17.63;8285.6
17.63;8285.6
17.63;8269.61
17.63;8269.61
17.63;8237.62
17.63;8237.62
17.69;8221.62
17.69;8221.62
17.69;8205.63
17.69;8205.63
17.69;8189.63
17.69;8189.63
17.69;8157.64
17.69;8157.64
17.74;8141.65
17.74;8141.65
17.74;8109.66
17.74;8109.66
17.8;8093.66
17.8;8093.66
17.8;8077.66
17.8;8061.67
17.8;8045.67
17.8;8045.67
17.8;8029.68
17.86;8029.68
17.86;7997.69
17.86;7997.69
17.86;7981.69
17.86;7965.7
17.86;7949.7
17.86;7933.71
17.91;7917.71
17.91;7917.71
17.91;7885.72
17.91;7885.72
17.91;7869.72
17.91;7853.73
17.91;7837.73
17.91;7821.74
17.97;7805.74
17.97;7805.74
17.97;7773.75
17.97;7773.75
18.02;7741.76
18.02;7725.77
18.02;7709.77
18.02;7693.78
18.02;7677.78
18.02;7661.78
18.02;7629.79
18.08;7629.79
18.08;7597.8
18.08;7581.81
18.08;7565.81
18.08;7549.82
18.08;7517.83
18.08;7501.83
18.14;7469.84
18.14;7453.84
18.14;7421.85
18.19;7405.86
18.19;7389.86
18.19;7373.87
18.19;7341.88
18.19;7325.88
18.19;7277.9
18.19;7261.9
18.19;7229.91
18.19;7197.92
18.19;7133.94
18.25;7149.93
18.25;7085.95
18.25;7069.96
18.25;7021.97
18.25;7005.97
18.25;6910.00
18.31;6941.99
18.31;6814.03
18.59;31.99
18.64;79.98
18.64;127.96
18.64;16.00
18.64;16.00
18.7;31.99
18.7;31.99
18.7;31.99
18.7;31.99
18.75;16.00
18.75;31.99
18.75;31.99
18.75;31.99
18.75;31.99
18.75;31.99
18.81;31.99
18.81;31.99
18.81;31.99
18.81;31.99
18.81;16.00
18.81;31.99
18.81;31.99
18.81;31.99
18.87;16.00
18.87;31.99
18.87;31.99
18.87;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.92;31.99
18.98;31.99
18.98;16.00
18.98;31.99
18.98;31.99
18.98;31.99
18.98;16.00
18.98;31.99
19.04;16.00
19.04;31.99
19.04;31.99
19.04;31.99
19.04;16.00
19.04;31.99
19.04;31.99
19.04;31.99
19.09;31.99
19.09;31.99
19.09;16.00
19.09;31.99
19.15;16.00
19.15;31.99
19.15;16.00
19.15;31.99
19.15;16.00
19.15;31.99
19.15;16.00
19.15;31.99
19.15;16.00
19.15;31.99
19.2;16.00
19.2;31.99
19.2;31.99
19.2;31.99
19.2;16.00
19.2;31.99
19.26;16.00
19.26;31.99
19.26;16.00
19.26;31.99
19.26;31.99
19.32;16.00
19.32;31.99
19.32;31.99
19.32;16.00
19.32;31.99
19.32;31.99
19.32;31.99
19.37;31.99
19.37;31.99
19.37;16.00
19.37;31.99
19.37;16.00
19.37;31.99
19.43;16.00
19.43;31.99
19.43;16.00
19.43;31.99
19.43;16.00
19.43;31.99
19.43;16.00
19.43;31.99
19.48;16.00
19.48;31.99
19.48;16.00
19.48;31.99
19.48;31.99
19.48;31.99
19.54;31.99
19.54;31.99
19.54;16.00
19.54;31.99
19.54;16.00
19.54;31.99
19.6;16.00
19.6;31.99
19.6;31.99
19.6;31.99
19.6;16.00
19.6;31.99
19.65;16.00
19.65;31.99
19.65;16.00
19.65;31.99
19.65;16.00
19.65;31.99
19.65;16.00
19.65;31.99
19.71;16.00
19.71;31.99
19.71;16.00
19.71;31.99
19.71;31.99
19.71;31.99
19.77;16.00
19.77;31.99
19.77;16.00
19.77;31.99
19.77;31.99
19.77;31.99
19.82;16.00
19.82;31.99
19.82;16.00
19.82;31.99
19.82;31.99
19.88;16.00
19.88;16.00
19.88;31.99
19.88;31.99
19.88;31.99
19.88;16.00
19.88;31.99
19.88;31.99
19.93;16.00
19.93;16.00
19.93;31.99
19.93;16.00
19.93;31.99
19.93;31.99
19.93;31.99
19.99;16.00
19.99;31.99
19.99;31.99
19.99;31.99
20.05;31.99
20.05;31.99
20.05;16.00
20.05;31.99
20.05;16.00
20.05;31.99
20.05;31.99
20.1;16.00
20.1;16.00
20.1;31.99
20.1;16.00
20.1;31.99
20.1;16.00
20.1;31.99
20.16;16.00
20.16;31.99
20.16;16.00
20.16;31.99
20.16;16.00
20.16;31.99
20.16;16.00
20.16;31.99
20.21;16.00
20.21;31.99
20.21;16.00
20.21;31.99
20.27;16.00
20.27;31.99
20.27;16.00
20.27;31.99
20.27;16.00
20.27;31.99
20.27;16.00
20.27;31.99
20.27;31.99
20.27;31.99
20.27;31.99
20.27;31.99
20.33;16.00
20.33;16.00
20.33;16.00
20.33;31.99
20.33;31.99
20.33;31.99
20.33;31.99
20.38;16.00
20.38;16.00
20.38;31.99
20.38;31.99
20.38;31.99
20.38;16.00
20.38;31.99
20.38;31.99
20.38;31.99
20.38;31.99
20.38;31.99
20.44;16.00
20.44;16.00
20.44;31.99
20.44;31.99
20.44;16.00
20.44;31.99
20.44;16.00
20.44;31.99
20.44;16.00
20.44;31.99
20.44;31.99
20.5;16.00
20.5;16.00
20.5;31.99
20.5;16.00
20.5;31.99
20.5;16.00
20.5;31.99
20.5;16.00
20.5;31.99
20.5;16.00
20.5;31.99
20.5;31.99
20.5;31.99
20.5;31.99
20.55;31.99
20.55;16.00
20.55;16.00
20.55;31.99
20.55;16.00
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;31.99
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;16.00
20.55;31.99
20.55;31.99
20.55;47.99
20.55;47.99
20.55;16.00
20.55;31.99
20.55;31.99
20.55;31.99
20.55;31.99
20.55;47.99
20.55;31.99
20.55;31.99
20.55;31.99
20.55;31.99
20.55;47.99
20.55;31.99
20.55;31.99
20.55;47.99
20.55;31.99
20.55;31.99
20.55;47.99
20.55;47.99
20.55;31.99
20.55;16.00
20.55;31.99
20.55;47.99
20.55;47.99
20.55;47.99
20.61;31.99
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;31.99
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
20.61;31.99
20.61;16.00
20.61;16.00
20.61;16.00
20.61;16.00
